Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,What is your current occupation,Lead Quality,Asymmetrique Activity Score,Asymmetrique Profile Score,Last Notable Activity,Converted,Prob_Score
Landing Page Submission,Organic Search,Yes,No,8,1757,8,Working Professional,Might be,15,16,Modified,1,92.42004537
Landing Page Submission,Direct Traffic,No,No,1,508,1,Unemployed,Unkown,14,14,Modified,0,6.851088264
API,Olark Chat,No,No,0,0,0,Working Professional,Low in Relevance,15,14,Email Opened,1,92.27387338
API,Google,No,No,2,780,2,Working Professional,Low in Relevance,14,15,Email Opened,1,97.09146773
API,Google,No,No,1,102,1,Unemployed,Unkown,11,15,Modified,0,7.177014185
Landing Page Submission,Direct Traffic,No,No,4,281,4,Unemployed,Might be,15,20,Email Opened,1,39.5607469
API,Organic Search,No,No,2,126,1,Working Professional,Might be,15,12,Email Opened,1,91.16608679
Landing Page Submission,Direct Traffic,No,No,5,56,2.5,Unemployed,Not Sure,13,16,Page Visited on Website,0,4.126188573
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Email Opened,1,21.54206518
Landing Page Submission,Direct Traffic,No,No,4,12,2,Unemployed,Worst,14,16,Modified,0,2.126946286
Landing Page Submission,Direct Traffic,No,No,2,41,2,Unknown,Unkown,13,18,Modified,0,1.565943464
Lead Add Form,Google,No,No,0,0,0,Unemployed,Unkown,15,16,Modified,1,28.14824504
Landing Page Submission,Organic Search,No,No,8,1014,8,Unknown,Unkown,13,18,Email Opened,1,18.91566841
Landing Page Submission,Google,No,No,4,381,4,Unemployed,Not Sure,13,18,Modified,0,3.962995756
Landing Page Submission,Direct Traffic,No,No,6,0,3,Unemployed,Not Sure,15,18,Modified,0,1.751118944
API,Google,No,No,2,498,2,Unemployed,Unkown,10,15,Email Opened,0,26.17683271
Landing Page Submission,Google,No,No,12,669,12,Unknown,Unkown,16,18,Email Opened,0,9.769149154
Landing Page Submission,Google,No,No,9,1316,4.5,Working Professional,Might be,14,18,Email Opened,1,97.20973848
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,12,15,Modified,0,8.024629899
Landing Page Submission,Google,No,No,6,329,3,Unemployed,Might be,15,15,Email Opened,1,56.77996657
Landing Page Submission,Google,No,No,9,78,9,Unemployed,Worst,16,18,Modified,0,2.24146102
Landing Page Submission,Google,No,No,3,1493,3,Unemployed,Might be,15,20,SMS Sent,1,97.73984806
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,No,No,2,357,1,Unknown,Unkown,15,16,Email Opened,0,23.21223755
API,Google,No,No,4,26,2,Unemployed,Worst,13,15,Modified,0,5.44752978
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,1,16.19985219
API,Google,No,No,1,200,1,Unemployed,Not Sure,14,15,Modified,0,6.986468701
API,Olark Chat,No,No,0,0,0,Unemployed,High in Relevance,15,16,Modified,1,23.57194887
API,Direct Traffic,No,No,2,1678,2,Working Professional,Might be,14,15,Had a Phone Conversation,1,99.06721062
API,Olark Chat,Yes,No,0,0,0,Unknown,Unkown,15,15,Modified,0,3.285668783
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,16,Email Opened,1,21.34680394
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,14,SMS Sent,1,89.05603041
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Email Opened,1,21.54206518
Landing Page Submission,Direct Traffic,No,No,1,554,1,Unemployed,Unkown,14,15,Modified,0,7.328436481
API,Organic Search,Yes,No,1,1323,1,Unemployed,Not Sure,13,15,Modified,0,22.43394699
Landing Page Submission,Direct Traffic,No,No,9,458,3,Unemployed,Unkown,14,18,SMS Sent,0,41.03172673
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
Landing Page Submission,Google,No,No,2,368,2,Unemployed,Unkown,14,15,SMS Sent,0,47.13105128
Landing Page Submission,Direct Traffic,Yes,No,3,63,3,Unknown,Unkown,14,18,Modified,0,0.839187809
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,15,SMS Sent,1,88.94254742
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,0,16.19985219
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,14,15,SMS Sent,0,88.26566323
Landing Page Submission,Direct Traffic,No,No,5,31,5,Unemployed,Unkown,13,18,Email Opened,0,4.898034084
Landing Page Submission,Direct Traffic,No,No,5,947,5,Unemployed,Unkown,14,17,Modified,0,10.35490511
Lead Add Form,Reference,No,No,0,0,0,Working Professional,Low in Relevance,15,16,Modified,1,98.23769412
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,16,15,SMS Sent,1,56.37999169
Landing Page Submission,Direct Traffic,Yes,No,3,118,3,Unemployed,Worst,14,15,Modified,0,1.212102127
Landing Page Submission,Direct Traffic,No,No,10,251,10,Unknown,Unkown,14,17,Modified,0,1.324295031
Landing Page Submission,Direct Traffic,No,No,1,533,1,Unemployed,Unkown,16,18,Modified,0,7.753280428
Landing Page Submission,Organic Search,No,No,11,1002,3.67,Unemployed,Might be,15,17,Had a Phone Conversation,1,84.06132177
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,15,15,Modified,0,6.163964919
API,Google,No,No,3,752,3,Unknown,Unkown,14,15,Email Opened,0,29.55977096
Landing Page Submission,Direct Traffic,No,No,2,111,2,Unemployed,Unkown,13,17,SMS Sent,0,25.18102253
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,0,16.19985219
Landing Page Submission,Google,No,No,3,520,3,Unemployed,Might be,15,16,SMS Sent,1,88.43915974
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,15,Modified,1,41.52020423
Landing Page Submission,Organic Search,No,No,14,1584,14,Unknown,Unkown,17,15,SMS Sent,1,71.03473268
API,Organic Search,No,No,2,151,2,Unknown,Unkown,16,15,Modified,0,6.433620451
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Lead Add Form,Welingak Website,Yes,No,0,0,0,Unemployed,Might be,15,17,SMS Sent,1,97.27079274
Landing Page Submission,Direct Traffic,No,No,2,1099,2,Unemployed,Low in Relevance,16,18,Modified,1,63.99285803
Landing Page Submission,Google,No,No,8,1558,2.67,Unemployed,Low in Relevance,14,16,Olark Chat Conversation,1,92.93447905
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Email Link Clicked,0,15.40141762
Landing Page Submission,Google,No,No,4,981,2,Working Professional,High in Relevance,15,18,Modified,1,80.01836076
Landing Page Submission,Direct Traffic,Yes,No,1,156,1,Unemployed,Worst,15,18,Modified,0,1.566192755
Landing Page Submission,Direct Traffic,No,No,4,1409,4,Unemployed,Worst,14,16,Modified,0,18.66245423
API,Google,No,No,3,176,3,Unemployed,Unkown,14,15,Email Opened,0,19.2128735
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,SMS Sent,1,54.72447025
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,16,15,Email Opened,1,16.31797668
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Organic Search,No,No,4,643,4,Unemployed,Unkown,14,15,Email Opened,1,34.52960845
API,Organic Search,No,No,5,772,2.5,Unemployed,Unkown,15,15,SMS Sent,1,78.78420456
API,Google,No,No,2,991,2,Unknown,Unkown,15,15,Modified,0,22.60687044
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,0,16.19985219
Landing Page Submission,Organic Search,No,No,5,953,2.5,Unemployed,Worst,14,18,Email Opened,0,31.41617705
Landing Page Submission,Google,No,No,6,1353,6,Working Professional,Low in Relevance,15,18,Modified,0,93.9079448
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Google,No,No,8,87,2,Unemployed,Unkown,15,18,Email Opened,0,12.31760163
API,Organic Search,Yes,No,4,1315,4,Unemployed,Not Sure,15,13,Modified,1,20.83171478
Landing Page Submission,Google,No,No,3,596,3,Working Professional,Might be,14,18,Email Opened,1,90.60653149
Landing Page Submission,Direct Traffic,No,No,4,1224,1.33,Unknown,Unkown,16,18,Page Visited on Website,0,30.7326669
Landing Page Submission,Direct Traffic,No,No,3,159,3,Unemployed,Unkown,10,16,Email Opened,0,5.997476948
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,15,Email Opened,1,64.62935889
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Olark Chat Conversation,0,13.63323986
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Email Opened,0,15.31005886
Landing Page Submission,Organic Search,No,No,5,208,5,Unemployed,Might be,14,15,SMS Sent,0,78.12006073
API,Organic Search,No,No,7,1531,1.75,Unknown,Unkown,16,15,Email Opened,0,71.33325356
Landing Page Submission,Direct Traffic,No,No,9,390,1.5,Unemployed,Unkown,14,16,Email Opened,0,14.20521007
Landing Page Submission,Organic Search,Yes,No,3,278,3,Unemployed,Worst,14,18,Modified,0,2.396408645
Landing Page Submission,Direct Traffic,No,No,3,342,3,Student,Not Sure,11,18,Modified,0,3.522260178
Landing Page Submission,Direct Traffic,No,No,2,289,2,Unknown,Unkown,13,17,Modified,0,2.469891311
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Olark Chat Conversation,0,14.44219826
Landing Page Submission,Direct Traffic,Yes,No,2,1234,2,Unemployed,Not Sure,13,18,SMS Sent,0,47.09192647
Landing Page Submission,Direct Traffic,No,No,3,541,3,Working Professional,Low in Relevance,15,19,Email Opened,1,88.16231016
Landing Page Submission,Direct Traffic,Yes,No,3,1487,3,Unemployed,Unkown,14,15,SMS Sent,0,68.52528263
Landing Page Submission,Direct Traffic,No,No,4,334,2,Student,Worst,16,17,Email Opened,0,14.74610012
Landing Page Submission,Organic Search,Yes,No,8,129,8,Unemployed,Low in Relevance,12,16,Modified,0,10.51894677
Landing Page Submission,Direct Traffic,No,No,3,2087,3,Unknown,Unkown,14,18,SMS Sent,0,88.22969681
Landing Page Submission,Direct Traffic,No,No,3,154,3,Unemployed,Unkown,13,18,Modified,0,2.851404545
Landing Page Submission,Direct Traffic,No,No,2,186,2,Unemployed,Worst,14,16,Email Opened,0,6.886914808
Landing Page Submission,Direct Traffic,Yes,No,2,283,2,Unemployed,Worst,14,18,Modified,0,1.704481272
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,14,SMS Sent,1,55.01150164
Landing Page Submission,Organic Search,No,No,5,10,5,Unknown,Unkown,13,17,Email Opened,0,4.556795751
Landing Page Submission,Direct Traffic,No,No,2,766,2,Working Professional,Might be,14,15,Modified,1,79.11254476
Landing Page Submission,Direct Traffic,No,No,9,87,1.8,Unemployed,Unkown,17,17,Email Opened,0,10.04588172
Landing Page Submission,Direct Traffic,No,No,5,104,2.5,Unemployed,Unkown,15,17,Email Opened,0,8.009077266
Landing Page Submission,Direct Traffic,No,No,4,1449,4,Unemployed,Not Sure,14,17,SMS Sent,1,70.19103929
Landing Page Submission,Direct Traffic,No,No,2,391,2,Unknown,Unkown,13,17,Modified,0,2.961129678
API,Google,Yes,No,4,65,4,Unemployed,Unkown,14,16,Unsubscribed,0,9.071296814
Landing Page Submission,Organic Search,Yes,No,10,408,3.33,Unemployed,Not Sure,12,18,Page Visited on Website,0,5.726360525
Landing Page Submission,Direct Traffic,No,No,3,154,1.5,Unemployed,Unkown,14,17,Email Opened,0,8.651272441
API,Olark Chat,Yes,No,0,0,0,Unknown,Unkown,15,15,Modified,0,3.285668783
Landing Page Submission,Direct Traffic,No,No,10,793,10,Unemployed,Unkown,13,16,Email Opened,0,12.50532009
API,Google,No,No,3,1395,1.5,Unemployed,Unkown,13,15,Email Opened,0,70.5253738
API,Olark Chat,Yes,No,0,0,0,Unknown,Unkown,15,15,Modified,0,3.285668783
API,Olark Chat,No,No,0,0,0,Unemployed,High in Relevance,15,17,SMS Sent,1,77.54775964
Landing Page Submission,Organic Search,No,No,7,854,3.5,Unknown,Unkown,14,17,Page Visited on Website,1,20.89792997
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Organic Search,No,No,8,216,4,Unemployed,Might be,14,17,SMS Sent,0,80.53838053
Landing Page Submission,Direct Traffic,No,No,1,127,1,Unemployed,Low in Relevance,15,18,Modified,0,23.33211785
API,Google,No,No,9,38,1.8,Unemployed,High in Relevance,15,16,Olark Chat Conversation,1,38.65538598
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Direct Traffic,No,No,3,82,3,Unemployed,High in Relevance,15,20,SMS Sent,1,48.78562964
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,SMS Sent,1,44.31500353
Landing Page Submission,Google,No,No,4,2226,2,Unemployed,Not Sure,15,18,SMS Sent,0,94.99286073
Landing Page Submission,Google,No,No,4,1284,4,Unemployed,Might be,13,18,Modified,1,68.29715323
API,Google,No,No,8,1198,2,Unemployed,Unkown,14,16,Modified,1,41.81735868
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,15,SMS Sent,0,97.54710712
Landing Page Submission,Google,No,No,5,1154,5,Unemployed,Might be,14,18,SMS Sent,1,95.00363591
Landing Page Submission,Direct Traffic,No,No,11,1858,5.5,Unemployed,Might be,12,16,Modified,0,79.34955566
API,Google,No,No,3,14,1,Unemployed,High in Relevance,14,15,Email Opened,1,38.63872551
Landing Page Submission,Direct Traffic,No,No,8,35,2,Unknown,Unkown,14,16,Modified,0,1.896566204
API,Organic Search,No,No,3,130,3,Unemployed,Unkown,12,15,Email Opened,0,16.3483634
API,Google,No,No,2,1412,2,Unemployed,Might be,14,15,Modified,1,86.43824913
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,15,15,SMS Sent,1,91.37802483
Landing Page Submission,Direct Traffic,No,No,2,254,2,Working Professional,Unkown,15,16,Email Opened,1,37.78332685
Landing Page Submission,Direct Traffic,Yes,No,2,152,2,Unemployed,Unkown,12,13,Modified,0,1.59616461
Landing Page Submission,Organic Search,No,No,16,1297,1.78,Unemployed,Unkown,16,17,Email Opened,1,62.84216702
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Google,No,No,2,1157,2,Unemployed,Might be,14,15,Modified,1,79.9962716
Landing Page Submission,Direct Traffic,No,No,2,1556,2,Unemployed,Might be,14,19,Email Opened,1,88.17861826
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Organic Search,No,No,5,1445,2.5,Unemployed,Unkown,13,15,SMS Sent,1,91.74381696
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,High in Relevance,15,15,Modified,1,73.23239195
Landing Page Submission,Organic Search,No,No,5,1531,5,Unemployed,Not Sure,15,18,SMS Sent,1,80.51308927
Landing Page Submission,Organic Search,No,No,4,180,2,Unknown,Unkown,14,18,Modified,0,3.405170541
Landing Page Submission,Google,No,No,4,605,2,Working Professional,Might be,14,16,SMS Sent,1,98.02734437
Landing Page Submission,Organic Search,Yes,No,6,311,6,Unemployed,Unkown,14,18,Unsubscribed,0,6.878537439
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Olark Chat Conversation,0,13.63323986
Landing Page Submission,Direct Traffic,Yes,No,2,1414,2,Unemployed,Unkown,13,18,SMS Sent,0,65.06333259
Landing Page Submission,Direct Traffic,No,No,2,849,2,Unemployed,Worst,14,18,Email Opened,1,19.53721829
API,Google,No,No,2,1306,1,Unknown,Unkown,16,15,Modified,1,38.00221374
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Google,No,No,1,94,1,Unemployed,Unkown,14,15,Modified,0,8.523370182
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,16,Modified,1,41.23903958
API,Google,No,No,4,303,4,Unemployed,Might be,11,15,Modified,0,36.95209709
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,0,16.19985219
Landing Page Submission,Organic Search,Yes,No,6,262,3,Unknown,Unkown,15,18,Modified,0,2.088851721
API,Direct Traffic,No,No,5,547,2.5,Unemployed,Unkown,14,16,Modified,0,11.49314725
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,15,15,SMS Sent,1,91.37802483
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Organic Search,No,No,6,192,6,Unemployed,Not Sure,14,13,SMS Sent,0,24.6557826
Landing Page Submission,Google,No,No,2,1705,2,Unemployed,Unkown,14,17,Modified,1,46.96508761
Landing Page Submission,Direct Traffic,No,No,3,1318,3,Unemployed,Not Sure,14,16,SMS Sent,0,66.98746127
Lead Add Form,Reference,No,No,3,1458,2,Unemployed,High in Relevance,14,17,Modified,1,97.76945017
Landing Page Submission,Google,No,No,6,1079,6,Unemployed,Might be,14,20,Email Opened,1,77.27244889
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Email Opened,0,15.31005886
Landing Page Submission,Direct Traffic,No,No,5,12,5,Unemployed,Not Sure,13,17,Email Opened,0,3.234204427
Landing Page Submission,Direct Traffic,No,No,4,289,4,Unemployed,Worst,14,18,Modified,0,2.812607905
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
Landing Page Submission,Direct Traffic,No,No,1,247,1,Unknown,Unkown,16,16,Modified,0,3.044442943
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,16,SMS Sent,1,88.8280353
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,0,9.640328329
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,16,Email Opened,1,64.36393997
API,Google,No,No,2,86,1,Unknown,Unkown,17,15,Modified,0,6.583859229
Landing Page Submission,Direct Traffic,No,No,2,1486,2,Unemployed,Might be,14,19,Email Opened,1,86.77834765
Landing Page Submission,Organic Search,Yes,No,17,96,5.67,Unemployed,Might be,15,16,SMS Sent,0,65.23678786
Landing Page Submission,Direct Traffic,No,No,3,127,1.5,Student,Worst,15,18,Email Opened,0,10.13987186
API,Google,No,No,3,11,3,Unknown,Unkown,13,15,Modified,0,3.78634899
Landing Page Submission,Organic Search,No,No,5,1050,2.5,Unemployed,Not Sure,14,16,Email Opened,0,32.28617509
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Email Opened,0,21.54206518
Landing Page Submission,Google,No,No,8,1607,2.67,Unknown,Unkown,15,17,Modified,1,33.87539282
Landing Page Submission,Google,No,No,3,770,3,Working Professional,High in Relevance,14,14,Modified,1,70.33796508
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,15,15,Modified,0,9.640328329
Landing Page Submission,Direct Traffic,No,No,5,392,5,Unemployed,Unkown,14,18,Email Opened,0,9.628615408
Landing Page Submission,Google,No,No,3,184,3,Unemployed,Unkown,14,18,Email Opened,0,11.4339464
API,Google,Yes,No,3,108,3,Unemployed,Not Sure,8,15,Modified,0,1.840122049
API,Google,No,No,3,142,1.5,Unknown,Unkown,16,15,Olark Chat Conversation,0,13.73650527
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,16,15,Modified,0,6.563398607
Landing Page Submission,Google,No,No,5,396,1.67,Unemployed,Unkown,12,18,Email Opened,0,16.45984347
API,Google,No,No,2,189,2,Unemployed,Unkown,14,16,SMS Sent,1,53.42225353
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,16,15,SMS Sent,1,97.84833259
Landing Page Submission,Direct Traffic,No,No,2,353,2,Unemployed,Not Sure,13,18,Email Opened,0,7.245507525
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Modified,0,6.98678892
API,Direct Traffic,No,No,5,1156,1.25,Unemployed,Not Sure,15,15,Modified,0,24.30898264
Landing Page Submission,Direct Traffic,No,No,8,936,8,Unemployed,High in Relevance,15,17,Email Opened,1,41.81838158
API,Google,No,No,2,1580,2,Unemployed,Not Sure,14,15,SMS Sent,0,90.73798395
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,17,15,Email Opened,0,16.19985219
Landing Page Submission,Organic Search,Yes,No,5,107,5,Unemployed,Might be,14,18,SMS Sent,0,59.72265416
Landing Page Submission,Direct Traffic,Yes,No,2,185,2,Unemployed,Unkown,13,17,Modified,0,1.728524203
Landing Page Submission,Direct Traffic,Yes,No,2,131,2,Unemployed,Worst,13,15,SMS Sent,0,12.59279904
Landing Page Submission,Direct Traffic,No,No,2,145,2,Unemployed,Not Sure,14,16,SMS Sent,0,20.46562337
Landing Page Submission,Organic Search,No,No,8,1032,8,Unknown,Unkown,15,17,Modified,0,9.777585909
Landing Page Submission,Organic Search,No,No,9,1005,9,Unemployed,Might be,15,17,Modified,1,50.7429007
Landing Page Submission,Google,No,No,3,1218,3,Working Professional,High in Relevance,13,17,Modified,0,82.92777471
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,15,Email Opened,1,90.03364025
API,Olark Chat,Yes,No,0,0,0,Unemployed,Not Sure,14,15,SMS Sent,0,27.96641004
Landing Page Submission,Google,No,No,3,278,3,Unemployed,Worst,14,18,Email Opened,0,10.67679774
Landing Page Submission,Direct Traffic,No,No,6,169,6,Unemployed,Not Sure,14,15,SMS Sent,0,16.54443485
